Water.Year,QM,WY-QM,wyqm,Cal.Year,Month,QM start day,QM end day,Start.Date,End.Date,Days in QM
1985,32,1985-32,1985-32,1985,5,25,31,5/25/1985,5/31/1985,7
1985,33,1985-33,1985-33,1985,6,1,8,6/1/1985,6/8/1985,8
1985,34,1985-34,1985-34,1985,6,9,16,6/9/1985,6/16/1985,8
1985,35,1985-35,1985-35,1985,6,17,23,6/17/1985,6/23/1985,7
1985,36,1985-36,1985-36,1985,6,24,30,6/24/1985,6/30/1985,7
1985,37,1985-37,1985-37,1985,7,1,8,7/1/1985,7/8/1985,8
1985,38,1985-38,1985-38,1985,7,9,16,7/9/1985,7/16/1985,8
1985,39,1985-39,1985-39,1985,7,17,24,7/17/1985,7/24/1985,8
1985,40,1985-40,1985-40,1985,7,25,31,7/25/1985,7/31/1985,7
1985,41,1985-41,1985-41,1985,8,1,8,8/1/1985,8/8/1985,8
1985,42,1985-42,1985-42,1985,8,9,16,8/9/1985,8/16/1985,8
1985,43,1985-43,1985-43,1985,8,17,24,8/17/1985,8/24/1985,8
1985,44,1985-44,1985-44,1985,8,25,31,8/25/1985,8/31/1985,7
1985,45,1985-45,1985-45,1985,9,1,8,9/1/1985,9/8/1985,8
1985,46,1985-46,1985-46,1985,9,9,16,9/9/1985,9/16/1985,8
1985,47,1985-47,1985-47,1985,9,17,23,9/17/1985,9/23/1985,7
1985,48,1985-48,1985-48,1985,9,24,30,9/24/1985,9/30/1985,7
1986,1,1986-01,1986-1,1985,10,1,8,10/1/1985,10/8/1985,8
1986,2,1986-02,1986-2,1985,10,9,16,10/9/1985,10/16/1985,8
1986,3,1986-03,1986-3,1985,10,17,24,10/17/1985,10/24/1985,8
1986,4,1986-04,1986-4,1985,10,25,31,10/25/1985,10/31/1985,7
1986,5,1986-05,1986-5,1985,11,1,8,11/1/1985,11/8/1985,8
1986,6,1986-06,1986-6,1985,11,9,16,11/9/1985,11/16/1985,8
1986,7,1986-07,1986-7,1985,11,17,23,11/17/1985,11/23/1985,7
1986,8,1986-08,1986-8,1985,11,24,30,11/24/1985,11/30/1985,7
1986,9,1986-09,1986-9,1985,12,1,8,12/1/1985,12/8/1985,8
1986,10,1986-10,1986-10,1985,12,9,16,12/9/1985,12/16/1985,8
1986,11,1986-11,1986-11,1985,12,17,24,12/17/1985,12/24/1985,8
1986,12,1986-12,1986-12,1985,12,25,31,12/25/1985,12/31/1985,7
1986,13,1986-13,1986-13,1986,1,1,8,1/1/1986,1/8/1986,8
1986,14,1986-14,1986-14,1986,1,9,16,1/9/1986,1/16/1986,8
1986,15,1986-15,1986-15,1986,1,17,24,1/17/1986,1/24/1986,8
1986,16,1986-16,1986-16,1986,1,25,31,1/25/1986,1/31/1986,7
1986,17,1986-17,1986-17,1986,2,1,7,2/1/1986,2/7/1986,7
1986,18,1986-18,1986-18,1986,2,8,14,2/8/1986,2/14/1986,7
1986,19,1986-19,1986-19,1986,2,15,21,2/15/1986,2/21/1986,7
1986,20,1986-20,1986-20,1986,2,22,28,2/22/1986,2/28/1986,7
1986,21,1986-21,1986-21,1986,3,1,8,3/1/1986,3/8/1986,8
1986,22,1986-22,1986-22,1986,3,9,16,3/9/1986,3/16/1986,8
1986,23,1986-23,1986-23,1986,3,17,24,3/17/1986,3/24/1986,8
1986,24,1986-24,1986-24,1986,3,25,31,3/25/1986,3/31/1986,7
1986,25,1986-25,1986-25,1986,4,1,8,4/1/1986,4/8/1986,8
1986,26,1986-26,1986-26,1986,4,9,16,4/9/1986,4/16/1986,8
1986,27,1986-27,1986-27,1986,4,17,23,4/17/1986,4/23/1986,7
1986,28,1986-28,1986-28,1986,4,24,30,4/24/1986,4/30/1986,7
1986,29,1986-29,1986-29,1986,5,1,8,5/1/1986,5/8/1986,8
1986,30,1986-30,1986-30,1986,5,9,16,5/9/1986,5/16/1986,8
1986,31,1986-31,1986-31,1986,5,17,24,5/17/1986,5/24/1986,8
1986,32,1986-32,1986-32,1986,5,25,31,5/25/1986,5/31/1986,7
1986,33,1986-33,1986-33,1986,6,1,8,6/1/1986,6/8/1986,8
1986,34,1986-34,1986-34,1986,6,9,16,6/9/1986,6/16/1986,8
1986,35,1986-35,1986-35,1986,6,17,23,6/17/1986,6/23/1986,7
1986,36,1986-36,1986-36,1986,6,24,30,6/24/1986,6/30/1986,7
1986,37,1986-37,1986-37,1986,7,1,8,7/1/1986,7/8/1986,8
1986,38,1986-38,1986-38,1986,7,9,16,7/9/1986,7/16/1986,8
1986,39,1986-39,1986-39,1986,7,17,24,7/17/1986,7/24/1986,8
1986,40,1986-40,1986-40,1986,7,25,31,7/25/1986,7/31/1986,7
1986,41,1986-41,1986-41,1986,8,1,8,8/1/1986,8/8/1986,8
1986,42,1986-42,1986-42,1986,8,9,16,8/9/1986,8/16/1986,8
1986,43,1986-43,1986-43,1986,8,17,24,8/17/1986,8/24/1986,8
1986,44,1986-44,1986-44,1986,8,25,31,8/25/1986,8/31/1986,7
1986,45,1986-45,1986-45,1986,9,1,8,9/1/1986,9/8/1986,8
1986,46,1986-46,1986-46,1986,9,9,16,9/9/1986,9/16/1986,8
1986,47,1986-47,1986-47,1986,9,17,23,9/17/1986,9/23/1986,7
1986,48,1986-48,1986-48,1986,9,24,30,9/24/1986,9/30/1986,7
1987,1,1987-01,1987-1,1986,10,1,8,10/1/1986,10/8/1986,8
1987,2,1987-02,1987-2,1986,10,9,16,10/9/1986,10/16/1986,8
1987,3,1987-03,1987-3,1986,10,17,24,10/17/1986,10/24/1986,8
1987,4,1987-04,1987-4,1986,10,25,31,10/25/1986,10/31/1986,7
1987,5,1987-05,1987-5,1986,11,1,8,11/1/1986,11/8/1986,8
1987,6,1987-06,1987-6,1986,11,9,16,11/9/1986,11/16/1986,8
1987,7,1987-07,1987-7,1986,11,17,23,11/17/1986,11/23/1986,7
1987,8,1987-08,1987-8,1986,11,24,30,11/24/1986,11/30/1986,7
1987,9,1987-09,1987-9,1986,12,1,8,12/1/1986,12/8/1986,8
1987,10,1987-10,1987-10,1986,12,9,16,12/9/1986,12/16/1986,8
1987,11,1987-11,1987-11,1986,12,17,24,12/17/1986,12/24/1986,8
1987,12,1987-12,1987-12,1986,12,25,31,12/25/1986,12/31/1986,7
1987,13,1987-13,1987-13,1987,1,1,8,1/1/1987,1/8/1987,8
1987,14,1987-14,1987-14,1987,1,9,16,1/9/1987,1/16/1987,8
1987,15,1987-15,1987-15,1987,1,17,24,1/17/1987,1/24/1987,8
1987,16,1987-16,1987-16,1987,1,25,31,1/25/1987,1/31/1987,7
1987,17,1987-17,1987-17,1987,2,1,7,2/1/1987,2/7/1987,7
1987,18,1987-18,1987-18,1987,2,8,14,2/8/1987,2/14/1987,7
1987,19,1987-19,1987-19,1987,2,15,21,2/15/1987,2/21/1987,7
1987,20,1987-20,1987-20,1987,2,22,28,2/22/1987,2/28/1987,7
1987,21,1987-21,1987-21,1987,3,1,8,3/1/1987,3/8/1987,8
1987,22,1987-22,1987-22,1987,3,9,16,3/9/1987,3/16/1987,8
1987,23,1987-23,1987-23,1987,3,17,24,3/17/1987,3/24/1987,8
1987,24,1987-24,1987-24,1987,3,25,31,3/25/1987,3/31/1987,7
1987,25,1987-25,1987-25,1987,4,1,8,4/1/1987,4/8/1987,8
1987,26,1987-26,1987-26,1987,4,9,16,4/9/1987,4/16/1987,8
1987,27,1987-27,1987-27,1987,4,17,23,4/17/1987,4/23/1987,7
1987,28,1987-28,1987-28,1987,4,24,30,4/24/1987,4/30/1987,7
1987,29,1987-29,1987-29,1987,5,1,8,5/1/1987,5/8/1987,8
1987,30,1987-30,1987-30,1987,5,9,16,5/9/1987,5/16/1987,8
1987,31,1987-31,1987-31,1987,5,17,24,5/17/1987,5/24/1987,8
1987,32,1987-32,1987-32,1987,5,25,31,5/25/1987,5/31/1987,7
1987,33,1987-33,1987-33,1987,6,1,8,6/1/1987,6/8/1987,8
1987,34,1987-34,1987-34,1987,6,9,16,6/9/1987,6/16/1987,8
1987,35,1987-35,1987-35,1987,6,17,23,6/17/1987,6/23/1987,7
1987,36,1987-36,1987-36,1987,6,24,30,6/24/1987,6/30/1987,7
1987,37,1987-37,1987-37,1987,7,1,8,7/1/1987,7/8/1987,8
1987,38,1987-38,1987-38,1987,7,9,16,7/9/1987,7/16/1987,8
1987,39,1987-39,1987-39,1987,7,17,24,7/17/1987,7/24/1987,8
1987,40,1987-40,1987-40,1987,7,25,31,7/25/1987,7/31/1987,7
1987,41,1987-41,1987-41,1987,8,1,8,8/1/1987,8/8/1987,8
1987,42,1987-42,1987-42,1987,8,9,16,8/9/1987,8/16/1987,8
1987,43,1987-43,1987-43,1987,8,17,24,8/17/1987,8/24/1987,8
1987,44,1987-44,1987-44,1987,8,25,31,8/25/1987,8/31/1987,7
1987,45,1987-45,1987-45,1987,9,1,8,9/1/1987,9/8/1987,8
1987,46,1987-46,1987-46,1987,9,9,16,9/9/1987,9/16/1987,8
1987,47,1987-47,1987-47,1987,9,17,23,9/17/1987,9/23/1987,7
1987,48,1987-48,1987-48,1987,9,24,30,9/24/1987,9/30/1987,7
1988,1,1988-01,1988-1,1987,10,1,8,10/1/1987,10/8/1987,8
1988,2,1988-02,1988-2,1987,10,9,16,10/9/1987,10/16/1987,8
1988,3,1988-03,1988-3,1987,10,17,24,10/17/1987,10/24/1987,8
1988,4,1988-04,1988-4,1987,10,25,31,10/25/1987,10/31/1987,7
1988,5,1988-05,1988-5,1987,11,1,8,11/1/1987,11/8/1987,8
1988,6,1988-06,1988-6,1987,11,9,16,11/9/1987,11/16/1987,8
1988,7,1988-07,1988-7,1987,11,17,23,11/17/1987,11/23/1987,7
1988,8,1988-08,1988-8,1987,11,24,30,11/24/1987,11/30/1987,7
1988,9,1988-09,1988-9,1987,12,1,8,12/1/1987,12/8/1987,8
1988,10,1988-10,1988-10,1987,12,9,16,12/9/1987,12/16/1987,8
1988,11,1988-11,1988-11,1987,12,17,24,12/17/1987,12/24/1987,8
1988,12,1988-12,1988-12,1987,12,25,31,12/25/1987,12/31/1987,7
1988,13,1988-13,1988-13,1988,1,1,8,1/1/1988,1/8/1988,8
1988,14,1988-14,1988-14,1988,1,9,16,1/9/1988,1/16/1988,8
1988,15,1988-15,1988-15,1988,1,17,24,1/17/1988,1/24/1988,8
1988,16,1988-16,1988-16,1988,1,25,31,1/25/1988,1/31/1988,7
1988,17,1988-17,1988-17,1988,2,1,7,2/1/1988,2/7/1988,7
1988,18,1988-18,1988-18,1988,2,8,14,2/8/1988,2/14/1988,7
1988,19,1988-19,1988-19,1988,2,15,21,2/15/1988,2/21/1988,7
1988,20,1988-20,1988-20,1988,2,22,28,2/22/1988,2/28/1988,7
1988,21,1988-21,1988-21,1988,3,1,8,3/1/1988,3/8/1988,8
1988,22,1988-22,1988-22,1988,3,9,16,3/9/1988,3/16/1988,8
1988,23,1988-23,1988-23,1988,3,17,24,3/17/1988,3/24/1988,8
1988,24,1988-24,1988-24,1988,3,25,31,3/25/1988,3/31/1988,7
1988,25,1988-25,1988-25,1988,4,1,8,4/1/1988,4/8/1988,8
1988,26,1988-26,1988-26,1988,4,9,16,4/9/1988,4/16/1988,8
1988,27,1988-27,1988-27,1988,4,17,23,4/17/1988,4/23/1988,7
1988,28,1988-28,1988-28,1988,4,24,30,4/24/1988,4/30/1988,7
1988,29,1988-29,1988-29,1988,5,1,8,5/1/1988,5/8/1988,8
1988,30,1988-30,1988-30,1988,5,9,16,5/9/1988,5/16/1988,8
1988,31,1988-31,1988-31,1988,5,17,24,5/17/1988,5/24/1988,8
1988,32,1988-32,1988-32,1988,5,25,31,5/25/1988,5/31/1988,7
1988,33,1988-33,1988-33,1988,6,1,8,6/1/1988,6/8/1988,8
1988,34,1988-34,1988-34,1988,6,9,16,6/9/1988,6/16/1988,8
1988,35,1988-35,1988-35,1988,6,17,23,6/17/1988,6/23/1988,7
1988,36,1988-36,1988-36,1988,6,24,30,6/24/1988,6/30/1988,7
1988,37,1988-37,1988-37,1988,7,1,8,7/1/1988,7/8/1988,8
1988,38,1988-38,1988-38,1988,7,9,16,7/9/1988,7/16/1988,8
1988,39,1988-39,1988-39,1988,7,17,24,7/17/1988,7/24/1988,8
1988,40,1988-40,1988-40,1988,7,25,31,7/25/1988,7/31/1988,7
1988,41,1988-41,1988-41,1988,8,1,8,8/1/1988,8/8/1988,8
1988,42,1988-42,1988-42,1988,8,9,16,8/9/1988,8/16/1988,8
1988,43,1988-43,1988-43,1988,8,17,24,8/17/1988,8/24/1988,8
1988,44,1988-44,1988-44,1988,8,25,31,8/25/1988,8/31/1988,7
1988,45,1988-45,1988-45,1988,9,1,8,9/1/1988,9/8/1988,8
1988,46,1988-46,1988-46,1988,9,9,16,9/9/1988,9/16/1988,8
1988,47,1988-47,1988-47,1988,9,17,23,9/17/1988,9/23/1988,7
1988,48,1988-48,1988-48,1988,9,24,30,9/24/1988,9/30/1988,7
1989,1,1989-01,1989-1,1988,10,1,8,10/1/1988,10/8/1988,8
1989,2,1989-02,1989-2,1988,10,9,16,10/9/1988,10/16/1988,8
1989,3,1989-03,1989-3,1988,10,17,24,10/17/1988,10/24/1988,8
1989,4,1989-04,1989-4,1988,10,25,31,10/25/1988,10/31/1988,7
1989,5,1989-05,1989-5,1988,11,1,8,11/1/1988,11/8/1988,8
1989,6,1989-06,1989-6,1988,11,9,16,11/9/1988,11/16/1988,8
1989,7,1989-07,1989-7,1988,11,17,23,11/17/1988,11/23/1988,7
1989,8,1989-08,1989-8,1988,11,24,30,11/24/1988,11/30/1988,7
1989,9,1989-09,1989-9,1988,12,1,8,12/1/1988,12/8/1988,8
1989,10,1989-10,1989-10,1988,12,9,16,12/9/1988,12/16/1988,8
1989,11,1989-11,1989-11,1988,12,17,24,12/17/1988,12/24/1988,8
1989,12,1989-12,1989-12,1988,12,25,31,12/25/1988,12/31/1988,7
1989,13,1989-13,1989-13,1989,1,1,8,1/1/1989,1/8/1989,8
1989,14,1989-14,1989-14,1989,1,9,16,1/9/1989,1/16/1989,8
1989,15,1989-15,1989-15,1989,1,17,24,1/17/1989,1/24/1989,8
1989,16,1989-16,1989-16,1989,1,25,31,1/25/1989,1/31/1989,7
1989,17,1989-17,1989-17,1989,2,1,7,2/1/1989,2/7/1989,7
1989,18,1989-18,1989-18,1989,2,8,14,2/8/1989,2/14/1989,7
1989,19,1989-19,1989-19,1989,2,15,21,2/15/1989,2/21/1989,7
1989,20,1989-20,1989-20,1989,2,22,28,2/22/1989,2/28/1989,7
1989,21,1989-21,1989-21,1989,3,1,8,3/1/1989,3/8/1989,8
1989,22,1989-22,1989-22,1989,3,9,16,3/9/1989,3/16/1989,8
1989,23,1989-23,1989-23,1989,3,17,24,3/17/1989,3/24/1989,8
1989,24,1989-24,1989-24,1989,3,25,31,3/25/1989,3/31/1989,7
1989,25,1989-25,1989-25,1989,4,1,8,4/1/1989,4/8/1989,8
1989,26,1989-26,1989-26,1989,4,9,16,4/9/1989,4/16/1989,8
1989,27,1989-27,1989-27,1989,4,17,23,4/17/1989,4/23/1989,7
1989,28,1989-28,1989-28,1989,4,24,30,4/24/1989,4/30/1989,7
1989,29,1989-29,1989-29,1989,5,1,8,5/1/1989,5/8/1989,8
1989,30,1989-30,1989-30,1989,5,9,16,5/9/1989,5/16/1989,8
1989,31,1989-31,1989-31,1989,5,17,24,5/17/1989,5/24/1989,8
1989,32,1989-32,1989-32,1989,5,25,31,5/25/1989,5/31/1989,7
1989,33,1989-33,1989-33,1989,6,1,8,6/1/1989,6/8/1989,8
1989,34,1989-34,1989-34,1989,6,9,16,6/9/1989,6/16/1989,8
1989,35,1989-35,1989-35,1989,6,17,23,6/17/1989,6/23/1989,7
1989,36,1989-36,1989-36,1989,6,24,30,6/24/1989,6/30/1989,7
1989,37,1989-37,1989-37,1989,7,1,8,7/1/1989,7/8/1989,8
1989,38,1989-38,1989-38,1989,7,9,16,7/9/1989,7/16/1989,8
1989,39,1989-39,1989-39,1989,7,17,24,7/17/1989,7/24/1989,8
1989,40,1989-40,1989-40,1989,7,25,31,7/25/1989,7/31/1989,7
1989,41,1989-41,1989-41,1989,8,1,8,8/1/1989,8/8/1989,8
1989,42,1989-42,1989-42,1989,8,9,16,8/9/1989,8/16/1989,8
1989,43,1989-43,1989-43,1989,8,17,24,8/17/1989,8/24/1989,8
1989,44,1989-44,1989-44,1989,8,25,31,8/25/1989,8/31/1989,7
1989,45,1989-45,1989-45,1989,9,1,8,9/1/1989,9/8/1989,8
1989,46,1989-46,1989-46,1989,9,9,16,9/9/1989,9/16/1989,8
1989,47,1989-47,1989-47,1989,9,17,23,9/17/1989,9/23/1989,7
1989,48,1989-48,1989-48,1989,9,24,30,9/24/1989,9/30/1989,7
1990,1,1990-01,1990-1,1989,10,1,8,10/1/1989,10/8/1989,8
1990,2,1990-02,1990-2,1989,10,9,16,10/9/1989,10/16/1989,8
1990,3,1990-03,1990-3,1989,10,17,24,10/17/1989,10/24/1989,8
1990,4,1990-04,1990-4,1989,10,25,31,10/25/1989,10/31/1989,7
1990,5,1990-05,1990-5,1989,11,1,8,11/1/1989,11/8/1989,8
1990,6,1990-06,1990-6,1989,11,9,16,11/9/1989,11/16/1989,8
1990,7,1990-07,1990-7,1989,11,17,23,11/17/1989,11/23/1989,7
1990,8,1990-08,1990-8,1989,11,24,30,11/24/1989,11/30/1989,7
1990,9,1990-09,1990-9,1989,12,1,8,12/1/1989,12/8/1989,8
1990,10,1990-10,1990-10,1989,12,9,16,12/9/1989,12/16/1989,8
1990,11,1990-11,1990-11,1989,12,17,24,12/17/1989,12/24/1989,8
1990,12,1990-12,1990-12,1989,12,25,31,12/25/1989,12/31/1989,7
1990,13,1990-13,1990-13,1990,1,1,8,1/1/1990,1/8/1990,8
1990,14,1990-14,1990-14,1990,1,9,16,1/9/1990,1/16/1990,8
1990,15,1990-15,1990-15,1990,1,17,24,1/17/1990,1/24/1990,8
1990,16,1990-16,1990-16,1990,1,25,31,1/25/1990,1/31/1990,7
1990,17,1990-17,1990-17,1990,2,1,7,2/1/1990,2/7/1990,7
1990,18,1990-18,1990-18,1990,2,8,14,2/8/1990,2/14/1990,7
1990,19,1990-19,1990-19,1990,2,15,21,2/15/1990,2/21/1990,7
1990,20,1990-20,1990-20,1990,2,22,28,2/22/1990,2/28/1990,7
1990,21,1990-21,1990-21,1990,3,1,8,3/1/1990,3/8/1990,8
1990,22,1990-22,1990-22,1990,3,9,16,3/9/1990,3/16/1990,8
1990,23,1990-23,1990-23,1990,3,17,24,3/17/1990,3/24/1990,8
1990,24,1990-24,1990-24,1990,3,25,31,3/25/1990,3/31/1990,7
1990,25,1990-25,1990-25,1990,4,1,8,4/1/1990,4/8/1990,8
1990,26,1990-26,1990-26,1990,4,9,16,4/9/1990,4/16/1990,8
1990,27,1990-27,1990-27,1990,4,17,23,4/17/1990,4/23/1990,7
1990,28,1990-28,1990-28,1990,4,24,30,4/24/1990,4/30/1990,7
1990,29,1990-29,1990-29,1990,5,1,8,5/1/1990,5/8/1990,8
1990,30,1990-30,1990-30,1990,5,9,16,5/9/1990,5/16/1990,8
1990,31,1990-31,1990-31,1990,5,17,24,5/17/1990,5/24/1990,8
1990,32,1990-32,1990-32,1990,5,25,31,5/25/1990,5/31/1990,7
1990,33,1990-33,1990-33,1990,6,1,8,6/1/1990,6/8/1990,8
1990,34,1990-34,1990-34,1990,6,9,16,6/9/1990,6/16/1990,8
1990,35,1990-35,1990-35,1990,6,17,23,6/17/1990,6/23/1990,7
1990,36,1990-36,1990-36,1990,6,24,30,6/24/1990,6/30/1990,7
1990,37,1990-37,1990-37,1990,7,1,8,7/1/1990,7/8/1990,8
1990,38,1990-38,1990-38,1990,7,9,16,7/9/1990,7/16/1990,8
1990,39,1990-39,1990-39,1990,7,17,24,7/17/1990,7/24/1990,8
1990,40,1990-40,1990-40,1990,7,25,31,7/25/1990,7/31/1990,7
1990,41,1990-41,1990-41,1990,8,1,8,8/1/1990,8/8/1990,8
1990,42,1990-42,1990-42,1990,8,9,16,8/9/1990,8/16/1990,8
1990,43,1990-43,1990-43,1990,8,17,24,8/17/1990,8/24/1990,8
1990,44,1990-44,1990-44,1990,8,25,31,8/25/1990,8/31/1990,7
1990,45,1990-45,1990-45,1990,9,1,8,9/1/1990,9/8/1990,8
1990,46,1990-46,1990-46,1990,9,9,16,9/9/1990,9/16/1990,8
1990,47,1990-47,1990-47,1990,9,17,23,9/17/1990,9/23/1990,7
1990,48,1990-48,1990-48,1990,9,24,30,9/24/1990,9/30/1990,7
1991,1,1991-01,1991-1,1990,10,1,8,10/1/1990,10/8/1990,8
1991,2,1991-02,1991-2,1990,10,9,16,10/9/1990,10/16/1990,8
1991,3,1991-03,1991-3,1990,10,17,24,10/17/1990,10/24/1990,8
1991,4,1991-04,1991-4,1990,10,25,31,10/25/1990,10/31/1990,7
1991,5,1991-05,1991-5,1990,11,1,8,11/1/1990,11/8/1990,8
1991,6,1991-06,1991-6,1990,11,9,16,11/9/1990,11/16/1990,8
1991,7,1991-07,1991-7,1990,11,17,23,11/17/1990,11/23/1990,7
1991,8,1991-08,1991-8,1990,11,24,30,11/24/1990,11/30/1990,7
1991,9,1991-09,1991-9,1990,12,1,8,12/1/1990,12/8/1990,8
1991,10,1991-10,1991-10,1990,12,9,16,12/9/1990,12/16/1990,8
1991,11,1991-11,1991-11,1990,12,17,24,12/17/1990,12/24/1990,8
1991,12,1991-12,1991-12,1990,12,25,31,12/25/1990,12/31/1990,7
1991,13,1991-13,1991-13,1991,1,1,8,1/1/1991,1/8/1991,8
1991,14,1991-14,1991-14,1991,1,9,16,1/9/1991,1/16/1991,8
1991,15,1991-15,1991-15,1991,1,17,24,1/17/1991,1/24/1991,8
1991,16,1991-16,1991-16,1991,1,25,31,1/25/1991,1/31/1991,7
1991,17,1991-17,1991-17,1991,2,1,7,2/1/1991,2/7/1991,7
1991,18,1991-18,1991-18,1991,2,8,14,2/8/1991,2/14/1991,7
1991,19,1991-19,1991-19,1991,2,15,21,2/15/1991,2/21/1991,7
1991,20,1991-20,1991-20,1991,2,22,28,2/22/1991,2/28/1991,7
1991,21,1991-21,1991-21,1991,3,1,8,3/1/1991,3/8/1991,8
1991,22,1991-22,1991-22,1991,3,9,16,3/9/1991,3/16/1991,8
1991,23,1991-23,1991-23,1991,3,17,24,3/17/1991,3/24/1991,8
1991,24,1991-24,1991-24,1991,3,25,31,3/25/1991,3/31/1991,7
1991,25,1991-25,1991-25,1991,4,1,8,4/1/1991,4/8/1991,8
1991,26,1991-26,1991-26,1991,4,9,16,4/9/1991,4/16/1991,8
1991,27,1991-27,1991-27,1991,4,17,23,4/17/1991,4/23/1991,7
1991,28,1991-28,1991-28,1991,4,24,30,4/24/1991,4/30/1991,7
1991,29,1991-29,1991-29,1991,5,1,8,5/1/1991,5/8/1991,8
1991,30,1991-30,1991-30,1991,5,9,16,5/9/1991,5/16/1991,8
1991,31,1991-31,1991-31,1991,5,17,24,5/17/1991,5/24/1991,8
1991,32,1991-32,1991-32,1991,5,25,31,5/25/1991,5/31/1991,7
1991,33,1991-33,1991-33,1991,6,1,8,6/1/1991,6/8/1991,8
1991,34,1991-34,1991-34,1991,6,9,16,6/9/1991,6/16/1991,8
1991,35,1991-35,1991-35,1991,6,17,23,6/17/1991,6/23/1991,7
1991,36,1991-36,1991-36,1991,6,24,30,6/24/1991,6/30/1991,7
1991,37,1991-37,1991-37,1991,7,1,8,7/1/1991,7/8/1991,8
1991,38,1991-38,1991-38,1991,7,9,16,7/9/1991,7/16/1991,8
1991,39,1991-39,1991-39,1991,7,17,24,7/17/1991,7/24/1991,8
1991,40,1991-40,1991-40,1991,7,25,31,7/25/1991,7/31/1991,7
1991,41,1991-41,1991-41,1991,8,1,8,8/1/1991,8/8/1991,8
1991,42,1991-42,1991-42,1991,8,9,16,8/9/1991,8/16/1991,8
1991,43,1991-43,1991-43,1991,8,17,24,8/17/1991,8/24/1991,8
1991,44,1991-44,1991-44,1991,8,25,31,8/25/1991,8/31/1991,7
1991,45,1991-45,1991-45,1991,9,1,8,9/1/1991,9/8/1991,8
1991,46,1991-46,1991-46,1991,9,9,16,9/9/1991,9/16/1991,8
1991,47,1991-47,1991-47,1991,9,17,23,9/17/1991,9/23/1991,7
1991,48,1991-48,1991-48,1991,9,24,30,9/24/1991,9/30/1991,7
1992,1,1992-01,1992-1,1991,10,1,8,10/1/1991,10/8/1991,8
1992,2,1992-02,1992-2,1991,10,9,16,10/9/1991,10/16/1991,8
1992,3,1992-03,1992-3,1991,10,17,24,10/17/1991,10/24/1991,8
1992,4,1992-04,1992-4,1991,10,25,31,10/25/1991,10/31/1991,7
1992,5,1992-05,1992-5,1991,11,1,8,11/1/1991,11/8/1991,8
1992,6,1992-06,1992-6,1991,11,9,16,11/9/1991,11/16/1991,8
1992,7,1992-07,1992-7,1991,11,17,23,11/17/1991,11/23/1991,7
1992,8,1992-08,1992-8,1991,11,24,30,11/24/1991,11/30/1991,7
1992,9,1992-09,1992-9,1991,12,1,8,12/1/1991,12/8/1991,8
1992,10,1992-10,1992-10,1991,12,9,16,12/9/1991,12/16/1991,8
1992,11,1992-11,1992-11,1991,12,17,24,12/17/1991,12/24/1991,8
1992,12,1992-12,1992-12,1991,12,25,31,12/25/1991,12/31/1991,7
1992,13,1992-13,1992-13,1992,1,1,8,1/1/1992,1/8/1992,8
1992,14,1992-14,1992-14,1992,1,9,16,1/9/1992,1/16/1992,8
1992,15,1992-15,1992-15,1992,1,17,24,1/17/1992,1/24/1992,8
1992,16,1992-16,1992-16,1992,1,25,31,1/25/1992,1/31/1992,7
1992,17,1992-17,1992-17,1992,2,1,7,2/1/1992,2/7/1992,7
1992,18,1992-18,1992-18,1992,2,8,14,2/8/1992,2/14/1992,7
1992,19,1992-19,1992-19,1992,2,15,21,2/15/1992,2/21/1992,7
1992,20,1992-20,1992-20,1992,2,22,28,2/22/1992,2/28/1992,7
1992,21,1992-21,1992-21,1992,3,1,8,3/1/1992,3/8/1992,8
1992,22,1992-22,1992-22,1992,3,9,16,3/9/1992,3/16/1992,8
1992,23,1992-23,1992-23,1992,3,17,24,3/17/1992,3/24/1992,8
1992,24,1992-24,1992-24,1992,3,25,31,3/25/1992,3/31/1992,7
1992,25,1992-25,1992-25,1992,4,1,8,4/1/1992,4/8/1992,8
1992,26,1992-26,1992-26,1992,4,9,16,4/9/1992,4/16/1992,8
1992,27,1992-27,1992-27,1992,4,17,23,4/17/1992,4/23/1992,7
1992,28,1992-28,1992-28,1992,4,24,30,4/24/1992,4/30/1992,7
1992,29,1992-29,1992-29,1992,5,1,8,5/1/1992,5/8/1992,8
1992,30,1992-30,1992-30,1992,5,9,16,5/9/1992,5/16/1992,8
1992,31,1992-31,1992-31,1992,5,17,24,5/17/1992,5/24/1992,8
1992,32,1992-32,1992-32,1992,5,25,31,5/25/1992,5/31/1992,7
1992,33,1992-33,1992-33,1992,6,1,8,6/1/1992,6/8/1992,8
1992,34,1992-34,1992-34,1992,6,9,16,6/9/1992,6/16/1992,8
1992,35,1992-35,1992-35,1992,6,17,23,6/17/1992,6/23/1992,7
1992,36,1992-36,1992-36,1992,6,24,30,6/24/1992,6/30/1992,7
1992,37,1992-37,1992-37,1992,7,1,8,7/1/1992,7/8/1992,8
1992,38,1992-38,1992-38,1992,7,9,16,7/9/1992,7/16/1992,8
1992,39,1992-39,1992-39,1992,7,17,24,7/17/1992,7/24/1992,8
1992,40,1992-40,1992-40,1992,7,25,31,7/25/1992,7/31/1992,7
1992,41,1992-41,1992-41,1992,8,1,8,8/1/1992,8/8/1992,8
1992,42,1992-42,1992-42,1992,8,9,16,8/9/1992,8/16/1992,8
1992,43,1992-43,1992-43,1992,8,17,24,8/17/1992,8/24/1992,8
